Project Name,Project Description,Type,Author,Contributors,Link to writeup/explanation,Link to github/replit,Tags
Nodes,A small interactive thing based on simple floating points.,Interactive,Isaiah Desrosiers,,https://docs.google.com/document/d/1yoj5rp6a-JGrDJxFynd4ViXCRl81H1wXWKX4kK4wiaU/edit#,,Interactive Processing generative art 2D
